episode,timestep,reward
1,101,-229.7993
2,202,-214.5176
3,303,-206.25
4,404,-213.5648
5,505,-227.48
6,606,-231.739
7,707,-198.1989
8,808,-216.1269
9,909,-187.4786
10,1010,-229.6504
11,1111,-215.8731
12,1212,-234.649
13,1313,-220.8103
14,1414,-210.9359
15,1515,-214.1449
16,1616,-200.8894
17,1717,-211.6665
18,1818,-206.3297
19,1919,-179.3824
20,2020,-222.6754
21,2121,-230.9911
22,2222,-219.5765
23,2323,-214.3256
24,2424,-195.7688
25,2525,-233.5649
26,2626,-190.8516
27,2727,-237.6801
28,2828,-240.7277
29,2929,-241.0925
30,3030,-206.9006
31,3131,-232.8825
32,3232,-251.0046
33,3333,-208.559
34,3434,-214.9936
35,3535,-223.8985
36,3636,-189.7813
37,3737,-197.8478
38,3838,-219.9373
39,3939,-255.926
40,4040,-243.1529
41,4141,-218.0236
42,4242,-219.6601
43,4343,-225.6553
44,4444,-210.5056
45,4545,-241.2641
46,4646,-224.3252
47,4747,-239.6021
48,4848,-179.9155
49,4949,-204.3412
50,5050,-236.0067
51,5151,-272.0284
52,5252,-227.0206
53,5353,-238.069
54,5454,-202.2862
55,5555,-188.9778
56,5656,-208.4491
57,5757,-194.6392
58,5858,-182.3584
59,5959,-267.3444
60,6060,-251.6862
61,6161,-230.9611
62,6262,-217.9786
63,6363,-262.88
64,6464,-230.9973
65,6565,-217.6262
66,6666,-267.2969
67,6767,-220.0449
68,6868,-212.6833
69,6969,-206.4839
70,7070,-234.4886
71,7171,-184.4053
72,7272,-201.9124
73,7373,-259.1897
74,7474,-244.9813
75,7575,-211.7537
76,7676,-189.9603
77,7777,-228.2289
78,7878,-290.295
79,7979,-248.4186
80,8080,-221.1855
81,8181,-191.6531
82,8282,-236.0233
83,8383,-230.7663
84,8484,-250.7912
85,8585,-194.3564
86,8686,-242.9939
87,8787,-249.1787
88,8888,-292.2812
89,8989,-230.5738
90,9090,-256.365
91,9191,-249.5562
92,9292,-228.0314
93,9393,-218.5877
94,9494,-245.1727
95,9595,-236.5666
96,9696,-237.4806
97,9797,-221.0556
98,9898,-253.9183
99,9999,-231.336
100,10100,-250.0928
102,10201,-261.0994
103,10302,-201.5213
104,10403,-217.643
105,10504,-229.5874
106,10605,-240.2702
107,10706,-247.233
108,10807,-243.1378
109,10908,-223.682
110,11009,-214.9293
111,11110,-253.5665
112,11211,-255.5453
113,11312,-250.3665
114,11413,-223.262
115,11514,-199.7827
116,11615,-229.2938
117,11716,-240.8231
118,11817,-226.8416
119,11918,-223.5113
120,12019,-232.1073
121,12120,-197.3095
122,12221,-256.8798
123,12322,-185.4232
124,12423,-213.2253
125,12524,-263.9399
126,12625,-220.5564
127,12726,-231.8067
128,12827,-240.3365
129,12928,-283.9762
130,13029,-230.4777
131,13130,-214.279
132,13231,-204.7183
133,13332,-227.8265
134,13433,-236.5567
135,13534,-236.9188
136,13635,-221.6441
137,13736,-244.8364
138,13837,-229.5402
139,13938,-236.1749
140,14039,-176.2298
141,14140,-228.8869
142,14241,-200.816
143,14342,-248.2781
144,14443,-233.9711
145,14544,-207.1532
146,14645,-191.4336
147,14746,-211.6384
148,14847,-147.7774
149,14948,-260.8661
150,15049,-214.5429
151,15150,-200.3048
152,15251,-227.9366
153,15352,-221.3131
154,15453,-223.0021
155,15554,-160.4258
156,15655,-189.4155
157,15756,-198.7858
158,15857,-171.7636
159,15958,-226.9623
160,16059,-228.187
161,16160,-305.8769
162,16261,-205.8722
163,16362,-260.8205
164,16463,-263.798
165,16564,-202.8758
166,16665,-247.7506
167,16766,-209.0724
168,16867,-284.0562
169,16968,-193.3182
170,17069,-206.5852
171,17170,-236.0567
172,17271,-235.0865
173,17372,-217.5895
174,17473,-221.0542
175,17574,-247.3409
176,17675,-218.728
177,17776,-225.5719
178,17877,-227.7209
179,17978,-240.8878
180,18079,-256.4852
181,18180,-138.4276
182,18281,-208.838
183,18382,-206.5226
184,18483,-176.4407
185,18584,-221.2639
186,18685,-207.5157
187,18786,-206.8681
188,18887,-170.2789
189,18988,-222.6504
190,19089,-237.7626
191,19190,-233.9736
192,19291,-243.8288
193,19392,-214.6181
194,19493,-235.6135
195,19594,-251.4049
196,19695,-219.0395
197,19796,-235.5745
198,19897,-226.1529
199,19998,-216.7172
200,20099,-241.2273
201,20200,-188.3098
203,20301,-216.0011
204,20402,-230.5046
205,20503,-162.3634
206,20604,-252.891
207,20705,-192.8397
208,20806,-263.6823
209,20907,-251.7414
210,21008,-250.7949
211,21109,-257.3286
212,21210,-269.1424
213,21311,-277.6546
214,21412,-206.2912
215,21513,-245.0198
216,21614,-226.0608
217,21715,-222.0283
218,21816,-232.0327
219,21917,-248.0328
220,22018,-255.0681
221,22119,-239.7117
222,22220,-245.0818
223,22321,-237.764
224,22422,-217.0613
225,22523,-266.3903
226,22624,-257.2303
227,22725,-261.8409
228,22826,-240.3437
229,22927,-285.0659
230,23028,-257.8603
231,23129,-288.7939
232,23230,-235.5291
233,23331,-263.4681
234,23432,-277.1343
235,23533,-256.8083
236,23634,-254.6865
237,23735,-260.1189
238,23836,-280.8012
239,23937,-241.7542
240,24038,-272.054
241,24139,-259.7505
242,24240,-246.2632
243,24341,-231.4947
244,24442,-244.7545
245,24543,-246.6829
246,24644,-259.0647
247,24745,-251.4781
248,24846,-257.4397
249,24947,-257.7904
250,25048,-228.4974
251,25149,-244.4451
252,25250,-247.7133
253,25351,-264.5147
254,25452,-263.786
255,25553,-270.6429
256,25654,-271.2695
257,25755,-277.1355
258,25856,-272.2689
259,25957,-247.0684
260,26058,-258.6231
261,26159,-230.8716
262,26260,-188.6566
263,26361,-280.7409
264,26462,-242.4077
265,26563,-244.8012
266,26664,-261.6513
267,26765,-229.149
268,26866,-217.9012
269,26967,-232.6831
270,27068,-207.0054
271,27169,-221.3769
272,27270,-219.3305
273,27371,-209.8252
274,27472,-173.8876
275,27573,-229.7941
276,27674,-219.1569
277,27775,-223.6276
278,27876,-203.4465
279,27977,-227.1568
280,28078,-244.7598
281,28179,-241.2469
282,28280,-238.1027
283,28381,-223.7321
284,28482,-239.1543
285,28583,-220.195
286,28684,-231.1161
287,28785,-266.6502
288,28886,-273.6989
289,28987,-259.5531
290,29088,-293.8011
291,29189,-265.9687
292,29290,-233.5894
293,29391,-226.0489
294,29492,-250.3554
295,29593,-251.0637
296,29694,-243.9108
297,29795,-259.8978
298,29896,-270.6694
299,29997,-218.6213
300,30098,-208.9751
301,30199,-228.0468
302,30300,-255.741
304,30401,-260.8169
305,30502,-223.5037
306,30603,-162.6474
307,30704,-201.8556
308,30805,-174.1554
309,30906,-179.406
310,31007,-160.3693
311,31108,-139.5485
312,31209,-187.0194
313,31310,-200.6812
314,31411,-198.2491
315,31512,-192.538
316,31613,-212.9132
317,31714,-237.8897
318,31815,-256.6299
319,31916,-244.3814
320,32017,-248.1147
321,32118,-221.6256
322,32219,-265.6634
323,32320,-238.645
324,32421,-252.9693
325,32522,-234.8908
326,32623,-214.4586
327,32724,-248.8168
328,32825,-212.9385
329,32926,-271.0414
330,33027,-272.851
331,33128,-177.7709
332,33229,-239.1683
333,33330,-260.127
334,33431,-261.6228
335,33532,-267.8729
336,33633,-289.5191
337,33734,-270.9798
338,33835,-249.8199
339,33936,-220.6441
340,34037,-226.1613
341,34138,-239.6327
342,34239,-233.9304
343,34340,-258.2818
344,34441,-278.5198
345,34542,-255.3572
346,34643,-252.2593
347,34744,-278.3002
348,34845,-203.7719
349,34946,-241.8738
350,35047,-240.9113
351,35148,-248.726
352,35249,-270.1555
353,35350,-267.1578
354,35451,-241.8937
