episode,timestep,reward
1,101,-222.8193
2,202,-205.3461
3,303,-210.3005
4,404,-213.1354
5,505,-248.5299
6,606,-241.5677
7,707,-199.3836
8,808,-216.5169
9,909,-195.5932
10,1010,-243.1328
11,1111,-202.468
12,1212,-233.5738
13,1313,-232.2883
14,1414,-208.3226
15,1515,-213.5587
16,1616,-186.2013
17,1717,-201.5875
18,1818,-201.1041
19,1919,-180.4997
20,2020,-217.7565
21,2121,-219.893
22,2222,-205.6009
23,2323,-211.4736
24,2424,-176.5166
25,2525,-227.4948
26,2626,-193.5449
27,2727,-234.25
28,2828,-235.7493
29,2929,-219.5386
30,3030,-214.3612
31,3131,-217.4258
32,3232,-231.9359
33,3333,-209.4577
34,3434,-187.6781
35,3535,-216.3866
36,3636,-189.4531
37,3737,-199.4861
38,3838,-187.5336
39,3939,-237.3504
40,4040,-238.954
41,4141,-190.9073
42,4242,-226.7197
43,4343,-196.7382
44,4444,-179.9735
45,4545,-237.7374
46,4646,-206.3276
47,4747,-219.5596
48,4848,-185.1146
49,4949,-202.6152
50,5050,-213.2986
51,5151,-257.6829
52,5252,-225.0928
53,5353,-174.4752
54,5454,-234.5609
55,5555,-192.1962
56,5656,-184.2707
57,5757,-180.4618
58,5858,-254.9447
59,5959,-275.3301
60,6060,-229.3028
61,6161,-191.7236
62,6262,-229.1993
63,6363,-224.0579
64,6464,-249.3734
65,6565,-214.812
66,6666,-206.8606
67,6767,-187.251
68,6868,-211.7861
69,6969,-198.9338
70,7070,-190.8536
71,7171,-178.1518
72,7272,-224.524
73,7373,-232.7531
74,7474,-179.8746
75,7575,-226.9818
76,7676,-214.5456
77,7777,-174.6281
78,7878,-237.7806
79,7979,-217.9768
80,8080,-191.9163
81,8181,-183.4364
82,8282,-194.6879
83,8383,-200.2827
84,8484,-206.0122
85,8585,-193.4168
86,8686,-238.0012
87,8787,-213.463
88,8888,-222.8956
89,8989,-210.6807
90,9090,-221.4498
91,9191,-246.3568
92,9292,-226.6844
93,9393,-233.568
94,9494,-165.2749
95,9595,-217.244
96,9696,-247.329
97,9797,-183.2778
98,9898,-190.2497
99,9999,-213.7798
100,10100,-219.1135
102,10201,-232.7682
103,10302,-209.7487
104,10403,-217.4415
105,10504,-203.6058
106,10605,-234.9827
107,10706,-174.1135
108,10807,-189.8788
109,10908,-188.5762
110,11009,-267.7191
111,11110,-218.7813
112,11211,-240.8344
113,11312,-208.0071
114,11413,-151.929
115,11514,-202.6748
116,11615,-229.9912
117,11716,-215.8934
118,11817,-196.7596
119,11918,-194.4529
120,12019,-164.8606
121,12120,-216.7864
122,12221,-158.4306
123,12322,-151.8633
124,12423,-227.3292
125,12524,-168.0358
126,12625,-173.1643
127,12726,-212.7362
128,12827,-239.6759
129,12928,-235.8853
130,13029,-197.3494
131,13130,-187.3532
132,13231,-165.9754
133,13332,-199.4167
134,13433,-191.2362
135,13534,-162.378
136,13635,-237.1916
137,13736,-246.1926
138,13837,-219.3363
139,13938,-138.8678
140,14039,-217.2419
141,14140,-172.0885
142,14241,-209.5965
143,14342,-222.9325
144,14443,-204.6718
145,14544,-157.1316
146,14645,-175.3079
147,14746,-179.591
148,14847,-214.8832
149,14948,-208.2112
150,15049,-216.1566
151,15150,-200.4367
152,15251,-240.5593
153,15352,-212.9571
154,15453,-159.7515
155,15554,-177.2478
156,15655,-182.4138
157,15756,-171.9
158,15857,-200.0066
159,15958,-212.5073
160,16059,-206.7551
161,16160,-163.1172
162,16261,-234.9787
163,16362,-234.8711
164,16463,-213.8222
165,16564,-235.392
166,16665,-204.9939
167,16766,-235.9803
168,16867,-178.5972
169,16968,-163.3792
170,17069,-191.2234
171,17170,-164.7538
172,17271,-189.5687
173,17372,-225.3261
174,17473,-171.6593
175,17574,-201.5108
176,17675,-221.6428
177,17776,-181.7459
178,17877,-171.9598
179,17978,-183.8641
180,18079,-160.6631
181,18180,-180.4797
182,18281,-170.0047
183,18382,-195.4587
184,18483,-156.4166
185,18584,-201.9005
186,18685,-160.5783
187,18786,-180.6864
188,18887,-185.3139
189,18988,-202.3855
190,19089,-175.086
191,19190,-205.9828
192,19291,-206.2849
193,19392,-155.6248
194,19493,-175.6749
195,19594,-184.6655
196,19695,-196.9895
197,19796,-169.6805
198,19897,-176.8529
199,19998,-164.2213
200,20099,-201.8715
201,20200,-165.7183
203,20301,-217.506
204,20402,-225.9895
205,20503,-159.0614
206,20604,-214.0198
207,20705,-165.1067
208,20806,-161.7645
209,20907,-188.9099
