episode,timestep,reward
1,101,-212.6269
2,202,-218.5035
3,303,-240.3308
4,404,-214.8856
5,505,-205.6753
6,606,-197.2381
7,707,-207.6764
8,808,-223.8325
9,909,-228.3689
10,1010,-229.2127
11,1111,-206.061
12,1212,-259.6262
13,1313,-205.182
14,1414,-238.8059
15,1515,-227.8128
16,1616,-197.0042
17,1717,-227.4167
18,1818,-210.5394
19,1919,-240.1015
20,2020,-247.4318
21,2121,-199.4498
22,2222,-148.2712
23,2323,-223.2572
24,2424,-197.3329
25,2525,-212.5659
26,2626,-193.0696
27,2727,-195.9441
28,2828,-221.1441
29,2929,-204.7475
30,3030,-222.7901
31,3131,-156.6976
32,3232,-201.3633
33,3333,-203.0102
34,3434,-154.2982
35,3535,-206.0119
36,3636,-266.517
37,3737,-236.4745
38,3838,-204.9144
39,3939,-203.1975
40,4040,-221.5805
41,4141,-156.6213
42,4242,-204.5489
43,4343,-221.4715
44,4444,-194.2831
45,4545,-186.4388
46,4646,-244.6711
47,4747,-180.2573
48,4848,-182.1525
49,4949,-220.0602
50,5050,-225.7068
51,5151,-200.8433
52,5252,-212.0829
53,5353,-212.288
54,5454,-211.5227
55,5555,-198.4175
56,5656,-197.8031
57,5757,-218.7417
58,5858,-214.7069
59,5959,-254.5121
60,6060,-190.4787
61,6161,-230.0349
62,6262,-186.8308
63,6363,-213.1143
64,6464,-210.3584
65,6565,-189.1464
66,6666,-211.7008
67,6767,-179.4237
68,6868,-201.5282
69,6969,-225.7121
70,7070,-197.6744
71,7171,-225.9228
72,7272,-164.4287
73,7373,-206.9178
74,7474,-242.3026
75,7575,-210.4271
76,7676,-208.3122
77,7777,-187.4918
78,7878,-235.8435
79,7979,-189.969
80,8080,-181.6472
81,8181,-161.7556
82,8282,-194.7006
83,8383,-197.4443
84,8484,-198.4973
85,8585,-200.2737
86,8686,-213.7483
87,8787,-179.0945
88,8888,-227.873
89,8989,-199.8319
90,9090,-227.9612
91,9191,-179.725
92,9292,-181.4938
93,9393,-161.9653
94,9494,-164.6781
95,9595,-242.3212
96,9696,-214.8397
97,9797,-211.1056
98,9898,-203.8295
99,9999,-156.0837
100,10100,-196.655
102,10201,-198.4748
103,10302,-222.4338
104,10403,-165.2168
105,10504,-198.5404
106,10605,-232.6368
107,10706,-182.4565
108,10807,-188.7132
109,10908,-141.2432
110,11009,-190.3091
111,11110,-173.9021
112,11211,-175.8721
113,11312,-215.6742
114,11413,-208.276
115,11514,-202.0761
116,11615,-253.7527
117,11716,-238.0655
118,11817,-208.2132
119,11918,-215.7556
120,12019,-209.3483
121,12120,-231.6997
122,12221,-255.6769
123,12322,-184.6408
124,12423,-207.6809
125,12524,-167.4167
126,12625,-163.9274
127,12726,-201.5199
128,12827,-266.66
129,12928,-231.2184
130,13029,-246.1149
131,13130,-205.7868
132,13231,-203.4529
133,13332,-214.8737
134,13433,-231.6746
135,13534,-234.8812
136,13635,-237.3415
137,13736,-207.4814
138,13837,-225.3696
139,13938,-217.2052
140,14039,-198.4051
141,14140,-185.215
142,14241,-190.9669
143,14342,-206.1848
144,14443,-182.8154
145,14544,-197.0564
146,14645,-191.7917
147,14746,-226.1538
148,14847,-208.0067
149,14948,-202.5391
150,15049,-198.5332
151,15150,-183.5384
152,15251,-194.6619
153,15352,-211.425
154,15453,-224.6541
155,15554,-191.6563
156,15655,-209.1964
157,15756,-194.5425
158,15857,-191.5527
159,15958,-198.3335
160,16059,-191.2209
161,16160,-204.4556
162,16261,-220.2332
163,16362,-219.6492
164,16463,-218.6136
165,16564,-211.2754
166,16665,-217.1714
167,16766,-220.2676
168,16867,-209.3565
169,16968,-193.0758
170,17069,-177.7144
171,17170,-193.587
172,17271,-230.9565
173,17372,-218.0764
174,17473,-193.7188
175,17574,-223.7737
176,17675,-163.9223
177,17776,-204.8605
178,17877,-207.6131
179,17978,-256.8518
180,18079,-213.4081
181,18180,-195.769
182,18281,-198.9987
183,18382,-175.6051
184,18483,-175.276
185,18584,-160.1733
186,18685,-182.8022
187,18786,-205.1936
188,18887,-166.5729
189,18988,-205.1772
190,19089,-265.1506
191,19190,-255.078
192,19291,-247.1863
193,19392,-179.8846
194,19493,-179.987
195,19594,-192.3736
196,19695,-207.7932
197,19796,-167.6909
198,19897,-158.7535
199,19998,-202.5333
200,20099,-195.4773
201,20200,-192.0166
203,20301,-187.5607
204,20402,-189.2424
205,20503,-196.683
206,20604,-182.5917
207,20705,-201.3211
208,20806,-213.7671
209,20907,-224.1699
210,21008,-211.1631
211,21109,-175.6932
212,21210,-163.78
213,21311,-168.0554
214,21412,-146.7162
215,21513,-194.855
216,21614,-170.4493
217,21715,-199.9984
218,21816,-186.3743
219,21917,-182.6002
220,22018,-179.5092
221,22119,-182.0056
222,22220,-210.7264
223,22321,-188.1333
224,22422,-167.0166
225,22523,-162.4301
226,22624,-183.2357
227,22725,-201.3658
228,22826,-189.0108
229,22927,-154.4328
230,23028,-172.3371
231,23129,-174.8057
232,23230,-191.8997
233,23331,-182.7369
234,23432,-190.447
